2017 1 0 0.168735 0.456487 0.138074 0.236704
2017 1 1 0.144688 0.476507 0.136252 0.242553
2017 1 2 0.137642 0.471018 0.137615 0.253724
2017 1 3 0.145848 0.427102 0.139837 0.287214
2017 1 4 0.171488 0.445151 0.127229 0.256132
2017 1 5 0.132516 0.463049 0.122980 0.281454
2017 1 6 0.110417 0.426806 0.128373 0.334405
2017 1 7 0.117469 0.431747 0.139205 0.311578
2017 1 8 0.150876 0.415854 0.132188 0.301082
2017 1 9 0.087950 0.403705 0.152299 0.356045
2017 1 10 0.094561 0.391594 0.148610 0.365235
2017 1 11 0.143140 0.385974 0.146659 0.324227
2017 1 12 0.132283 0.372869 0.156739 0.338108
2017 1 13 0.115453 0.385386 0.154369 0.344792
2017 1 14 0.140741 0.365628 0.150132 0.343498
2017 1 15 0.173487 0.326359 0.156893 0.343260
2017 1 16 0.167029 0.303852 0.172987 0.356133
2017 1 17 0.147860 0.285394 0.178917 0.387828
2017 1 18 0.138331 0.270716 0.203342 0.387610
2017 1 19 0.158264 0.252409 0.200939 0.388388
2017 1 20 0.154357 0.250861 0.205013 0.389770
2017 1 21 0.146704 0.245436 0.204224 0.403636
2017 1 22 0.172322 0.210757 0.201873 0.415048
2017 1 23 0.187094 0.216231 0.195146 0.401529
2017 2 0 0.132630 0.237437 0.195360 0.434573
2017 2 1 0.110551 0.230277 0.210213 0.448958
2017 2 2 0.138533 0.172963 0.238423 0.450081
2017 2 3 0.190850 0.118182 0.267725 0.423243
2017 2 4 0.213444 0.115634 0.276843 0.394079
2017 2 5 0.227417 0.103845 0.290023 0.378715
2017 2 6 0.233080 0.092352 0.293866 0.380702
2017 2 7 0.250268 0.083114 0.297232 0.369386
2017 2 8 0.242167 0.062915 0.317100 0.377817
2017 2 9 0.241851 0.058248 0.321241 0.378659
2017 2 10 0.247124 0.065032 0.313537 0.374308
2017 2 11 0.271284 0.065761 0.300424 0.362531
2017 2 12 0.282640 0.062669 0.299868 0.354823
2017 2 13 0.316131 0.062262 0.280936 0.340671
2017 2 14 0.272425 0.063411 0.295607 0.368556
2017 2 15 0.284853 0.059946 0.300220 0.354981
2017 2 16 0.286559 0.054895 0.296805 0.361740
2017 2 17 0.296582 0.052278 0.290501 0.360639
2017 2 18 0.318299 0.048422 0.296616 0.336664
2017 2 19 0.336560 0.042870 0.295212 0.325358
2017 2 20 0.369986 0.050638 0.264956 0.314420
2017 2 21 0.329635 0.054795 0.279209 0.336361
2017 2 22 0.374560 0.062130 0.234909 0.328400
2017 2 23 0.311866 0.054421 0.268450 0.365263
2017 3 0 0.338642 0.042001 0.291198 0.328159
2017 3 1 0.318670 0.047622 0.276607 0.357100
2017 3 2 0.326177 0.047275 0.281849 0.344700
2017 3 3 0.271974 0.052769 0.310717 0.364539
